Owner,Repo,Description,URL,Language,Stars,Open Issues Count,Created At,Updated At,Size,Has Downloads,YML Count,YML Files
alebcay,alebcay/awesome-shell,"A curated list of awesome command-line frameworks, toolkits, guides and gizmos. Inspired by awesome-php.",https://github.com/alebcay/awesome-shell,Unknown,30289,91,2014-07-07T01:57:42Z,2024-02-18T17:31:05Z,685,True,1,ci.yml
fastify,fastify/fastify,"Fast and low overhead web framework, for Node.js",https://github.com/fastify/fastify,JavaScript,30027,76,2016-09-28T19:10:14Z,2024-02-18T18:29:23Z,7385,True,19,"backport.yml, benchmark-parser.yml, benchmark.yml, ci.yml, citgm-package.yml, citgm.yml, coverage-nix.yml, coverage-win.yml, integration.yml, labeler.yml, links-check.yml, lint-ecosystem-order.yml, lock-threads.yml, md-lint.yml, missing_types.yml, package-manager-ci.yml, pull-request-title.yml, test-compare.yml, website.yml"
ziadoz,ziadoz/awesome-php,"A curated list of amazingly awesome PHP libraries, resources and shiny things.",https://github.com/ziadoz/awesome-php,Unknown,29982,78,2013-11-26T03:14:19Z,2024-02-18T15:00:20Z,1498,True,1,awesomebot.yml
ReactiveX,ReactiveX/rxjs,A reactive programming library for JavaScript,https://github.com/ReactiveX/rxjs,TypeScript,29965,257,2015-03-15T06:17:10Z,2024-02-18T12:30:21Z,125463,True,4,"ci_main.yml, ci_ts_latest.yml, publish.yml, rebase.yml"
sqlmapproject,sqlmapproject/sqlmap,Automatic SQL injection and database takeover tool,https://github.com/sqlmapproject/sqlmap,Python,29943,57,2012-06-26T09:52:15Z,2024-02-18T17:05:25Z,83607,True,1,tests.yml
ray-project,ray-project/ray,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,https://github.com/ray-project/ray,Python,29942,3633,2016-10-25T19:38:30Z,2024-02-18T17:47:07Z,380130,True,1,external-code-affected.yml
foundation,foundation/foundation-sites,The most advanced responsive front-end framework in the world. Quickly create prototypes and production code for sites that work on any kind of device.,https://github.com/foundation/foundation-sites,HTML,29587,80,2011-10-13T23:05:42Z,2024-02-18T16:18:20Z,124768,True,1,main.yml
swc-project,swc-project/swc,Rust-based platform for the Web,https://github.com/swc-project/swc,Rust,29558,331,2017-12-22T11:40:14Z,2024-02-18T12:27:40Z,302082,True,9,"CI.yml, bot-pr.yml, bot.yml, cancel.yml, lock.yml, nissuer.yml, publish-core.yml, publish-extra-bindings.yml, stale.yml"
yewstack,yewstack/yew,Rust / Wasm framework for creating reliable and efficient web applications,https://github.com/yewstack/yew,MDX,29515,162,2017-12-16T14:19:02Z,2024-02-18T17:16:42Z,14881,True,20,"auto-approve-maintainer-pr.yml, benchmark-core.yml, benchmark-ssr.yml, benchmark.yml, build-api-docs.yml, build-website.yml, clippy.yml, fmt.yml, inspect-next-changelogs.yml, main-checks.yml, post-benchmark-core.yml, post-benchmark-ssr.yml, post-benchmark.yml, post-size-cmp.yml, publish-api-docs.yml, publish-examples.yml, publish-website.yml, publish.yml, size-cmp.yml, test-website.yml"
niklasvh,niklasvh/html2canvas,Screenshots with JavaScript,https://github.com/niklasvh/html2canvas,TypeScript,29482,961,2011-07-16T01:05:58Z,2024-02-18T09:26:26Z,117300,True,2,"ci.yml, release.yml"
airbnb,airbnb/lottie-web,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/",https://github.com/airbnb/lottie-web,JavaScript,29461,749,2015-02-20T21:02:59Z,2024-02-18T06:53:37Z,411092,True,1,testAnimations.yml
ariya,ariya/phantomjs,Scriptable Headless Browser,https://github.com/ariya/phantomjs,C++,29381,14,2010-12-27T08:18:58Z,2024-02-18T03:19:47Z,164709,True,6,"amd64_linux_clang.yml, amd64_linux_gcc.yml, amd64_windows_clang.yml, amd64_windows_gcc.yml, codestyle.yml, i686_windows_gcc.yml"
CMU-Perceptual-Computing-Lab,CMU-Perceptual-Computing-Lab/openpose,"OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation",https://github.com/CMU-Perceptual-Computing-Lab/openpose,C++,29317,300,2017-04-24T14:06:31Z,2024-02-18T15:42:33Z,86482,True,1,main.yml
hashicorp,hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",https://github.com/hashicorp/vault,Go,29307,1327,2015-02-25T00:15:59Z,2024-02-18T17:40:28Z,275285,True,26,"actionlint.yml, add-hashicorp-contributed-label.yml, backport.yml, build-artifacts-ce.yml, build.yml, changelog-checker.yml, ci.yml, code-checker.yml, copywrite.yml, enos-lint.yml, enos-release-testing-oss.yml, enos-run-k8s.yml, milestone-checker.yml, oss.yml, plugin-update-check.yml, plugin-update.yml, remove-labels.yml, security-scan.yml, stable-website.yaml, test-acc-dockeronly-nightly.yml, test-ci-bootstrap.yml, test-ci-cleanup.yml, test-enos-scenario-ui.yml, test-go.yml, test-run-acc-tests-for-path.yml, test-run-enos-scenario-matrix.yml"
pcottle,pcottle/learnGitBranching,An interactive git visualization and tutorial. Aspiring students of git can use this app to educate and challenge themselves towards mastery of git!,https://github.com/pcottle/learnGitBranching,JavaScript,29286,26,2012-08-13T22:36:09Z,2024-02-18T16:08:44Z,30933,True,1,build-docker.yml
geekcomputers,geekcomputers/Python,My Python Examples,https://github.com/geekcomputers/Python,Python,29142,340,2011-11-30T09:04:08Z,2024-02-18T15:30:15Z,36793,True,1,lint_python.yml
symfony,symfony/symfony,The Symfony PHP framework,https://github.com/symfony/symfony,PHP,29104,826,2010-01-04T14:21:21Z,2024-02-18T18:10:57Z,271161,False,7,"integration-tests.yml, intl-data-tests.yml, package-tests.yml, phpunit-bridge.yml, psalm.yml, scorecards.yml, unit-tests.yml"
square,square/leakcanary,A memory leak detection library for Android.,https://github.com/square/leakcanary,Kotlin,29020,85,2015-04-29T23:54:16Z,2024-02-18T10:08:54Z,143272,True,2,"main.yml, stale.yaml"
termux,termux/termux-app,Termux - a terminal emulator application for Android OS extendible by variety of packages.,https://github.com/termux/termux-app,Java,28964,352,2015-10-23T09:42:46Z,2024-02-18T18:26:19Z,4464,True,5,"attach_debug_apks_to_release.yml, debug_build.yml, gradle-wrapper-validation.yml, run_tests.yml, trigger_library_builds_on_jitpack.yml"
sequelize,sequelize/sequelize,"Feature-rich ORM for modern Node.js and TypeScript, it supports PostgreSQL (with JSON and JSONB support), MySQL, MariaDB, SQLite, MS SQL Server, Snowflake, Oracle DB (v6), DB2 and DB2 for IBM i.",https://github.com/sequelize/sequelize,JavaScript,28889,882,2010-07-22T07:11:11Z,2024-02-18T17:30:42Z,54221,True,9,"authors.yml, auto-add-pending-approval.yml, auto-remove-awaiting-response-label.yml, autoupdate.yml, ci.yml, notify.yml, pr-title.yml, semgrep.yml, stale.yml"
SeleniumHQ,SeleniumHQ/selenium,A browser automation framework and ecosystem.,https://github.com/SeleniumHQ/selenium,Java,28819,178,2013-01-14T21:40:56Z,2024-02-18T12:03:46Z,2163068,True,16,"bazel.yml, ci-dotnet.yml, ci-java.yml, ci-javascript.yml, ci-python.yml, ci-rbe.yml, ci-ruby.yml, ci-rust.yml, ci.yml, label-commenter.yml, lock.yml, mirror-selenium-releases.yml, nightly.yml, pin-browsers.yml, pre-release.yml, stale.yml"
ziglang,ziglang/zig,"General-purpose programming language and toolchain for maintaining robust, optimal, and reusable software.",https://github.com/ziglang/zig,Zig,28783,2787,2015-08-06T00:51:28Z,2024-02-18T18:14:23Z,283890,True,1,ci.yaml
standard,standard/standard,"🌟 JavaScript Style Guide, with linter & automatic code fixer",https://github.com/standard/standard,JavaScript,28781,122,2015-01-27T01:23:31Z,2024-02-18T14:22:05Z,3638,True,4,"add-to-project.yaml, old-test.yml, test-external.yml, test-internal.yml"
webtorrent,webtorrent/webtorrent,⚡️ Streaming torrent client for the web,https://github.com/webtorrent/webtorrent,JavaScript,28756,86,2013-10-15T08:16:40Z,2024-02-18T18:22:35Z,29200,True,5,"ci.yml, codeql-analysis.yml, lock.yml, release.yml, stale.yml"
huggingface,huggingface/pytorch-image-models,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT), MobileNet-V3/V2, RegNet, DPN, CSPNet, Swin Transformer, MaxViT, CoAtNet, ConvNeXt, and more",https://github.com/huggingface/pytorch-image-models,Python,28727,91,2019-02-02T05:51:12Z,2024-02-18T14:47:45Z,25479,True,4,"build_documentation.yml, build_pr_documentation.yml, tests.yml, upload_pr_documentation.yml"
facebookresearch,facebookresearch/fairseq,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,https://github.com/facebookresearch/fairseq,Python,28705,1200,2017-08-29T16:26:12Z,2024-02-18T17:37:32Z,25809,True,2,"build.yml, release.yml"
cockroachdb,cockroachdb/cockroach,"CockroachDB - the open source, cloud-native distributed SQL database.",https://github.com/cockroachdb/cockroach,Go,28660,5542,2014-02-06T00:18:47Z,2024-02-18T18:05:24Z,2616140,True,11,"add-issues-to-project.yml, backport-stale.yml, bincheck.yml, cluster-ui-release-next.yml, cluster-ui-release.yml, code-cover-gen.yml, code-cover-publish.yaml, experimental-github-actions-testing.yml, stale.yml, test-failure-stale.yml, update_releases.yaml"
ianstormtaylor,ianstormtaylor/slate,A completely customizable framework for building rich text editors. (Currently in beta.),https://github.com/ianstormtaylor/slate,TypeScript,28656,626,2016-06-18T01:52:42Z,2024-02-18T12:49:23Z,22857,True,4,"ci.yml, codeql.yml, comment.yml, release.yml"
apolloconfig,apolloconfig/apollo,Apollo is a reliable configuration management system suitable for microservice configuration management scenarios.,https://github.com/apolloconfig/apollo,Java,28646,131,2016-03-04T10:24:23Z,2024-02-18T10:56:59Z,53761,True,5,"build.yml, cla.yml, codeql.yml, docker-publish.yml, license.yml"
TheAlgorithms,TheAlgorithms/C-Plus-Plus,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes.",https://github.com/TheAlgorithms/C-Plus-Plus,C++,28595,26,2016-07-16T10:19:45Z,2024-02-18T17:54:26Z,111676,True,6,"approved-label.yml, awesome_workflow.yml, codeql.yml, directory_writer.yml, gh-pages.yml, stale.yml"
python-poetry,python-poetry/poetry,Python packaging and dependency management made easy,https://github.com/python-poetry/poetry,Python,28593,672,2018-02-28T15:23:47Z,2024-02-18T18:32:48Z,18424,True,5,"backport.yaml, docs.yml, main.yml, release.yml, skip.yml"
ehang-io,ehang-io/nps,"一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy server, with a powerful web management terminal.",https://github.com/ehang-io/nps,Go,28591,477,2018-11-04T13:22:51Z,2024-02-18T18:09:52Z,9168,True,1,release.yml
layui,layui/layui,一套遵循原生态开发模式的 Web UI 组件库，采用自身轻量级模块化规范，易上手，可以更简单快速地构建网页界面。,https://github.com/layui/layui,JavaScript,28589,28,2015-09-22T08:12:03Z,2024-02-18T07:32:08Z,11662,True,6,"issue-close-require.yml, issue-closed.yml, issue-labeled.yml, issue-opened.yml, release-npm.yml, release.yml"
alibaba,alibaba/nacos,"an easy-to-use dynamic service discovery, configuration and service management platform for building cloud native applications.",https://github.com/alibaba/nacos,Java,28557,253,2018-06-15T06:49:27Z,2024-02-18T15:04:36Z,55134,True,5,"ci.yml, it.yml, pr-ci.yml, pr-e2e-test.yml, push-ci.yaml"
kilimchoi,kilimchoi/engineering-blogs,A curated list of engineering blogs,https://github.com/kilimchoi/engineering-blogs,Ruby,28486,121,2015-06-13T18:25:17Z,2024-02-18T17:44:47Z,1350,True,1,engineering_blogs.yml
jqlang,jqlang/jq,Command-line JSON processor,https://github.com/jqlang/jq,C,28361,420,2012-07-18T19:57:25Z,2024-02-18T16:16:44Z,8085,True,7,"ci.yml, decnum.yml, manpage.yml, oniguruma.yml, scanbuild.yml, valgrind.yml, website.yml"
vuejs,vuejs/vuex,🗃️ Centralized State Management for Vue.js.,https://github.com/vuejs/vuex,JavaScript,28336,140,2015-07-16T04:21:26Z,2024-02-18T11:36:34Z,16717,True,1,ci.yml
qishibo,qishibo/AnotherRedisDesktopManager,"🚀🚀🚀A faster, better and more stable Redis desktop manager [GUI client], compatible with Linux, Windows, Mac.",https://github.com/qishibo/AnotherRedisDesktopManager,JavaScript,28330,229,2019-01-08T06:01:56Z,2024-02-18T15:26:40Z,4738,True,3,"build_linux.yml, build_mac.yml, build_windows.yml"
explosion,explosion/spaCy,💫 Industrial-strength Natural Language Processing (NLP) in Python,https://github.com/explosion/spaCy,Python,28280,93,2014-07-03T15:15:40Z,2024-02-18T17:47:24Z,203242,True,8,"explosionbot.yml, gputests.yml, issue-manager.yml, lock.yml, slowtests.yml, spacy_universe_alert.yml, tests.yml, universe_validation.yml"
coolsnowwolf,coolsnowwolf/lede,Lean's LEDE source,https://github.com/coolsnowwolf/lede,C,28278,648,2017-09-06T07:39:03Z,2024-02-18T17:55:12Z,299933,True,1,openwrt-ci.yml
jellyfin,jellyfin/jellyfin,The Free Software Media System,https://github.com/jellyfin/jellyfin,C#,28197,530,2018-12-09T06:36:45Z,2024-02-18T18:21:04Z,61363,True,9,"ci-codeql-analysis.yml, ci-openapi.yml, ci-tests.yml, commands.yml, issue-stale.yml, project-automation.yml, pull-request-conflict.yml, pull-request-stale.yaml, release-bump-version.yaml"
trailofbits,trailofbits/algo,Set up a personal VPN in the cloud,https://github.com/trailofbits/algo,Jinja,28112,175,2016-05-15T03:42:48Z,2024-02-18T15:11:46Z,3105,True,2,"docker-image.yaml, main.yml"
composer,composer/composer,Dependency Manager for PHP,https://github.com/composer/composer,PHP,28108,148,2011-06-08T08:53:00Z,2024-02-18T10:54:41Z,26454,True,6,"autoloader.yml, close-stale-support.yml, continuous-integration.yml, lint.yml, phpstan.yml, release.yml"
postcss,postcss/postcss,Transforming styles with JS plugins,https://github.com/postcss/postcss,TypeScript,28088,19,2013-09-24T23:06:48Z,2024-02-18T13:21:24Z,10552,True,1,test.yml
jashkenas,jashkenas/backbone,"Give your JS App some Backbone with Models, Views, Collections, and Events",https://github.com/jashkenas/backbone,JavaScript,28080,57,2010-09-30T19:41:28Z,2024-02-15T15:33:44Z,27306,True,1,tests.yml
portainer,portainer/portainer,Making Docker and Kubernetes management easy.,https://github.com/portainer/portainer,TypeScript,28064,645,2016-05-19T20:15:28Z,2024-02-18T16:37:52Z,75743,True,9,"ci.yaml, label-conflcts.yaml, lint.yml, nightly-security-scan.yml, pr-security.yml, rebase.yml, stale.yml, test.yaml, validate-openapi-spec.yaml"
parallax,parallax/jsPDF,Client-side JavaScript PDF generation for everyone.,https://github.com/parallax/jsPDF,JavaScript,28055,187,2009-12-06T14:56:32Z,2024-02-18T16:18:28Z,108127,True,3,"continuous-integration.yml, npm-publish.yml, stale.yml"
caolan,caolan/async,Async utilities for node and the browser,https://github.com/caolan/async,JavaScript,28035,5,2010-06-01T21:01:30Z,2024-02-18T07:55:50Z,7415,True,1,ci.yml
kubernetes,kubernetes/minikube,Run Kubernetes locally,https://github.com/kubernetes/minikube,Go,28028,974,2016-04-15T22:38:35Z,2024-02-18T18:26:27Z,215364,True,56,"build.yml, docs.yml, functional_verified.yml, hide-minikube-bot-comments.yml, leaderboard.yml, master.yml, minikube-image-benchmark.yml, pr.yml, sbom.yml, sync-minikube.yml, time-to-k8s-public-chart.yml, time-to-k8s.yml, translations.yml, twitter-bot.yml, update-buildkit-version.yml, update-calico-version.yml, update-cloud-spanner-emulator-version.yml, update-cni-plugins-version.yml, update-containerd-version.yml, update-cri-dockerd-version.yml, update-cri-o-version.yml, update-crictl-version.yml, update-docker-buildx-version.yml, update-docker-version.yml, update-docsy-version.yml, update-flannel-version.yml, update-gcp-auth-version.yml, update-gh-version.yml, update-go-github-version.yml, update-golang-version.yml, update-golint-version.yml, update-gopogh-version.yml, update-gotestsum-version.yml, update-hugo-version.yml, update-ingress-version.yml, update-inspektor-gadget-version.yml, update-iso-image-versions.yml, update-istio-operator.yml, update-k8s-versions.yml, update-kindnetd-version.yml, update-kong-ingress-controller-version.yml, update-kong-version.yml, update-kubeadm-constants.yml, update-kubectl-version.yml, update-kubernetes-versions-list.yml, update-metrics-server-version.yml, update-nerdctl-version.yml, update-nerdctld-version.yml, update-nvidia-device-plugin-version.yml, update-registry-version.yml, update-runc-version.yml, update-site-node-version.yml, update-ubuntu-version.yml, vex.yml, winget.yml, yearly-leaderboard.yml"
floating-ui,floating-ui/floating-ui,A JavaScript library to position floating elements and create interactions for them.,https://github.com/floating-ui/floating-ui,TypeScript,27983,6,2016-03-29T17:00:47Z,2024-02-18T15:59:00Z,38894,True,4,"ci.yml, release-floating-ui.yml, release-popper.yml, update-snapshots.yml"
labstack,labstack/echo,"High performance, minimalist Go web framework",https://github.com/labstack/echo,Go,27923,77,2015-03-01T17:43:01Z,2024-02-18T16:52:37Z,6349,True,2,"checks.yml, echo.yml"
OAI,OAI/OpenAPI-Specification,The OpenAPI Specification Repository,https://github.com/OAI/OpenAPI-Specification,JavaScript,27876,380,2014-03-03T16:53:36Z,2024-02-18T17:09:25Z,3413,True,6,"agenda.yaml, convert-examples-to-json.yaml, inactive-issues.yml, respec.yaml, schema-tests.yaml, validate-markdown.yaml"
transloadit,transloadit/uppy,The next open source file uploader for web browsers :dog: ,https://github.com/transloadit/uppy,JavaScript,27873,164,2015-11-16T12:32:33Z,2024-02-18T17:30:47Z,395058,True,10,"bundlers.yml, ci.yml, companion-deploy.yml, companion.yml, e2e.yml, linters.yml, lockfile_check.yml, manual-cdn.yml, release-candidate.yml, release.yml"
DIYgod,DIYgod/RSSHub,🍰 Everything is RSSible,https://github.com/DIYgod/RSSHub,JavaScript,27830,281,2018-04-02T14:43:21Z,2024-02-18T17:09:07Z,139988,True,15,"build-assets.yml, codeql.yml, comment-on-issue.yml, dependabot-fork.yml, docker-release.yml, docker-test-cont.yml, docker-test.yml, docs-search-index.yml, format.yml, issue-command.yml, lint.yml, npm-publish.yml, semgrep.yml, stale.yml, test.yml"
doocs,doocs/leetcode,🔥LeetCode solutions in any programming language | 多种编程语言实现 LeetCode、《剑指 Offer（第 2 版）》、《程序员面试金典（第 6 版）》题解,https://github.com/doocs/leetcode,Java,27826,11,2018-09-16T14:03:03Z,2024-02-18T17:59:43Z,1648170,True,8,"black-lint.yml, clang-format-lint.yml, compress.yml, deploy.yml, pr-add-label.yml, pr-checker.yml, prettier.yml, starcharts.yml"
veggiemonk,veggiemonk/awesome-docker,:whale: A curated list of Docker resources and projects,https://github.com/veggiemonk/awesome-docker,Unknown,27711,0,2014-09-21T17:01:48Z,2024-02-18T18:17:52Z,14313,True,1,pull_request.yml
GoogleChrome,GoogleChrome/lighthouse,"Automated auditing, performance metrics, and best practices for the web.",https://github.com/GoogleChrome/lighthouse,JavaScript,27633,642,2016-03-08T01:03:11Z,2024-02-18T09:03:46Z,223776,False,8,"ci.yml, cron-weekly.yml, devtools.yml, issue-assigner.yml, package-test.yml, publish.yml, smoke.yml, unit.yml"
lukasz-madon,lukasz-madon/awesome-remote-job,A curated list of awesome remote jobs and resources. Inspired by https://github.com/vinta/awesome-python,https://github.com/lukasz-madon/awesome-remote-job,Unknown,27585,31,2015-01-02T00:31:34Z,2024-02-18T15:57:50Z,898,True,1,check.yml
hashicorp,hashicorp/consul,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",https://github.com/hashicorp/consul,Go,27582,1289,2013-11-04T22:15:27Z,2024-02-18T14:23:23Z,471040,True,40,"backport-assistant.yml, backport-checker.yml, bot-auto-approve.yaml, broken-link-check.yml, build-artifacts.yml, build-distros.yml, build.yml, ce-merge-trigger.yml, changelog-checker.yml, embedded-asset-checker.yml, frontend.yml, go-tests.yml, issue-comment-created.yml, jira-issues.yaml, jira-pr.yaml, nightly-test-1.14.x.yaml, nightly-test-1.15.x.yaml, nightly-test-1.16.x.yaml, nightly-test-1.17.x.yaml, nightly-test-integ-peering_commontopo.yml, nightly-test-integrations-1.15.x.yml, nightly-test-integrations-1.16.x.yml, nightly-test-integrations-1.17.x.yml, nightly-test-integrations.yml, nightly-test-main.yaml, pr-labeler.yml, pr-metrics-test-checker.yml, reusable-check-go-mod.yml, reusable-dev-build-windows.yml, reusable-dev-build.yml, reusable-get-go-version.yml, reusable-lint.yml, reusable-unit-split.yml, reusable-unit.yml, security-scan.yml, stale.yml, test-integrations-windows.yml, test-integrations.yml, verify-ci.yml, verify-envoy-version.yml"
SerenityOS,SerenityOS/serenity,The Serenity Operating System 🐞,https://github.com/SerenityOS/serenity,C++,27547,782,2018-12-02T19:28:41Z,2024-02-18T18:14:25Z,200396,True,12,"cmake.yml, dev-container.yml, discord.yml, label-pull-requests.yml, libjs-test262.yml, lintcommits.yml, manpages.yml, pvs-studio-static-analysis.yml, serenity-js-artifacts.yml, social-media.yml, sonar-cloud-static-analysis.yml, wasm.yml"
alibaba,alibaba/druid,阿里云计算平台DataWorks(https://help.aliyun.com/document_detail/137663.html) 团队出品，为监控而生的数据库连接池,https://github.com/alibaba/druid,Java,27536,2170,2011-11-03T05:12:51Z,2024-02-18T15:04:23Z,82963,True,1,ci.yaml
TeamNewPipe,TeamNewPipe/NewPipe,A libre lightweight streaming front-end for Android.,https://github.com/TeamNewPipe/NewPipe,Java,27534,1221,2015-09-03T23:39:26Z,2024-02-18T15:23:50Z,74515,True,4,"ci.yml, image-minimizer.yml, no-response.yml, pr-labeler.yml"
mattermost,mattermost/mattermost,Mattermost is an open source platform for secure collaboration across the entire software development lifecycle..,https://github.com/mattermost/mattermost,TypeScript,27515,829,2015-06-15T06:50:02Z,2024-02-18T18:21:36Z,732791,True,21,"api.yml, codeql-analysis.yml, docker-push-mirrored.yml, e2e-tests-ci.yml, esrupgrade-common.yml, esrupgrade.yml, i18n-ci-pr.yml, i18n-ci-template.yml, migration.yml, mmctl-test-template.yml, scorecards-analysis.yml, sentry.yaml, server-ci-artifacts.yml, server-ci-master.yml, server-ci-pr.yml, server-ci-template.yml, server-test-template.yml, tag-public-module.yaml, webapp-ci-master.yml, webapp-ci-pr.yml, webapp-ci-template.yml"
cheeriojs,cheeriojs/cheerio,"The fast, flexible, and elegant library for parsing and manipulating HTML and XML.",https://github.com/cheeriojs/cheerio,TypeScript,27488,35,2011-10-09T04:23:20Z,2024-02-18T16:07:37Z,13177,True,7,"benchmark.yml, ci.yml, codeql.yml, dependabot-automerge.yml, lint.yml, site.yml, sponsors.yml"
lovell,lovell/sharp,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.",https://github.com/lovell/sharp,JavaScript,27459,103,2013-08-19T20:24:24Z,2024-02-18T15:42:57Z,48134,True,2,"ci.yml, npm.yml"
jaywcjlove,jaywcjlove/linux-command,Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。https://git.io/linux,https://github.com/jaywcjlove/linux-command,Markdown,27274,67,2016-11-12T15:44:26Z,2024-02-18T18:07:23Z,2545557,True,2,"ci.yml, sync.yml"
influxdata,influxdata/influxdb,"Scalable datastore for metrics, events, and real-time analytics",https://github.com/influxdata/influxdb,Rust,27269,1898,2013-09-26T14:31:10Z,2024-02-18T18:19:47Z,195550,True,1,semantic.yml
balena-io,balena-io/etcher,"Flash OS images to SD cards & USB drives, safely and easily.",https://github.com/balena-io/etcher,TypeScript,27258,374,2015-10-27T16:53:23Z,2024-02-18T18:15:06Z,97321,True,2,"flowzone.yml, winget.yml"
remoteintech,remoteintech/remote-jobs,A list of semi to fully remote-friendly companies (jobs) in tech.,https://github.com/remoteintech/remote-jobs,JavaScript,27256,40,2015-10-13T03:49:25Z,2024-02-18T16:37:02Z,3587,True,2,"ci.yml, codeql-analysis.yml"
danielgindi,danielgindi/Charts,Beautiful charts for iOS/tvOS/OSX! The Apple side of the crossplatform MPAndroidChart.,https://github.com/danielgindi/Charts,Swift,27238,940,2015-03-20T10:49:12Z,2024-02-18T11:29:50Z,192506,True,2,"build.yml, release.yml"
jashkenas,jashkenas/underscore,JavaScript's utility _ belt,https://github.com/jashkenas/underscore,JavaScript,27206,50,2009-10-25T18:31:06Z,2024-02-18T13:00:36Z,6802,True,1,codeql-analysis.yml
encode,encode/django-rest-framework,Web APIs for Django. 🎸,https://github.com/encode/django-rest-framework,Python,27139,152,2011-03-02T17:13:56Z,2024-02-18T18:22:20Z,52242,True,2,"main.yml, pre-commit.yml"
expo,expo/expo,"An open-source platform for making universal native apps with React. Expo runs on Android, iOS, and the web.",https://github.com/expo/expo,TypeScript,27109,644,2016-08-15T17:14:25Z,2024-02-18T18:29:43Z,2939529,True,36,"android-instrumentation-tests.yml, android-unit-tests.yml, bare-diffs.yml, check-issues-nightly.yml, cli.yml, client-android-eas.yml, client-ios-eas.yml, code-review.yml, commentator.yml, create-expo-app.yml, development-client-e2e.yml, development-client-latest-e2e.yml, development-client.yml, docs-pr-deploy.yml, docs-pr-destroy.yml, docs.yml, expotools.yml, fingerprint.yml, home.yml, ios-unit-tests.yml, issue-closed.yml, issue-opened.yml, issue-stale.yml, issue-triage.yml, lock.yml, native-component-list.yml, pr-labeler.yml, sdk.yml, test-react-native-nightly.yml, test-suite-lint.yml, test-suite-nightly.yml, test-suite.yml, tvos-compile-test.yml, updates-e2e-disabled.yml, updates-e2e-startup.yml, updates-e2e.yml"
pmndrs,pmndrs/react-spring,✌️ A spring physics based React animation library,https://github.com/pmndrs/react-spring,TypeScript,27083,106,2018-03-07T15:39:32Z,2024-02-18T15:14:15Z,672906,True,5,"bundle-size.yml, checks.yml, experimental.yml, nightly.yml, tests.yml"
JedWatson,JedWatson/react-select,The Select Component for React.js,https://github.com/JedWatson/react-select,TypeScript,27063,386,2014-08-26T04:27:45Z,2024-02-18T18:12:17Z,19846,True,1,release.yml
mobxjs,mobxjs/mobx,"Simple, scalable state management.",https://github.com/mobxjs/mobx,TypeScript,27043,52,2015-03-14T14:31:38Z,2024-02-18T15:51:47Z,19601,True,3,"build_and_test.yml, coveralls.yml, release.yml"
open-mmlab,open-mmlab/mmdetection,OpenMMLab Detection Toolbox and Benchmark,https://github.com/open-mmlab/mmdetection,Python,27031,1404,2018-08-22T07:06:06Z,2024-02-18T14:14:38Z,64727,True,1,deploy.yml
pnpm,pnpm/pnpm,"Fast, disk space efficient package manager",https://github.com/pnpm/pnpm,TypeScript,26984,1420,2016-01-28T07:40:43Z,2024-02-18T15:39:20Z,145612,True,4,"ci.yml, codeql-analysis.yml, release.yml, update-latest.yml"
alibaba,alibaba/spring-cloud-alibaba,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,https://github.com/alibaba/spring-cloud-alibaba,Java,26979,409,2017-12-01T20:49:15Z,2024-02-18T07:40:19Z,22911,True,4,"integration-test.yml, license-check.yml, md-link-check.yml, stale.yml"
fabricjs,fabricjs/fabric.js,"Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser",https://github.com/fabricjs/fabric.js,JavaScript,26949,425,2010-06-09T22:24:38Z,2024-02-18T13:31:32Z,222649,True,8,"build.yml, changelog.yml, changelog_required.yml, changelog_update.yml, codeql-analysis.yml, npmpublish-next.yml, npmpublish.yml, tests.yml"
facebook,facebook/rocksdb,"A library that provides an embeddable, persistent key-value store for fast storage.",https://github.com/facebook/rocksdb,C++,26936,923,2012-11-30T06:16:18Z,2024-02-18T17:18:01Z,215083,True,5,"benchmark-linux.yml, nightly-candidate.yml, nightly.yml, pr-jobs-candidate.yml, pr-jobs.yml"
